method,rho_label,rho,q0,delta,true_break,qhat,estimated_break,break_abs_error,el_stat,p_value,reject_5,feasible,score,score_variance,rss,strength,score_gap_stable_minus_estimated,rep,T,K,min_size,grid_step,penalty
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.641174050365362,0.42328597605513696,False,True,0.4936593523766111,0.38716973133665883,246.40848680647503,0.34970651521947094,0.6224047985306651,170,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.030454751080119316,0.8614623962591161,False,True,-0.10990490125615741,0.39697775190765644,296.61654566087543,0.322684742266831,0.4821622555063763,171,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.2184362474761492,0.26966775750939265,False,True,-0.5920671567625337,0.2896168754833255,206.82340426433655,0.3197722524357216,0.4821622555063763,171,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.2184362474761492,0.26966775750939265,False,True,-0.5920671567625337,0.2896168754833255,206.82340426433655,0.3197722524357216,0.4821622555063763,171,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.2531106668260247,0.6148932283099005,False,True,0.3406969743221958,0.46020685654362686,305.5489720183024,0.3470214773229311,-0.3026177815504999,172,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.457670409131032,0.22730114701707826,False,True,0.6433147558726957,0.28525720978361396,221.95776272970647,0.33910032575902616,-0.3026177815504999,172,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.457670409131032,0.22730114701707826,False,True,0.6433147558726957,0.28525720978361396,221.95776272970647,0.33910032575902616,-0.3026177815504999,172,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,2.9662255557114108,0.08502000962488998,False,True,1.2055603954432723,0.49157521306955815,327.955773386887,0.3587153485446068,0.20007922691347657,173,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,3.2455661611118582,0.07161694370932503,False,True,1.0054811685297957,0.3221064306557666,211.565737692562,0.35683051461951004,0.20007922691347657,173,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,3.2455661611118582,0.07161694370932503,False,True,1.0054811685297957,0.3221064306557666,211.565737692562,0.35683051461951004,0.20007922691347657,173,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.06585599703800955,0.7974688659938245,False,True,-0.15132549173490903,0.3480072641373618,250.0285623947682,0.3242563090225146,-0.47359803205085405,174,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.42713959293887527,0.5133958546007663,False,True,0.322272540315945,0.24633605942865502,194.285421227617,0.31293892882370866,-0.47359803205085405,174,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.42713959293887527,0.5133958546007663,False,True,0.322272540315945,0.24633605942865502,194.285421227617,0.31293892882370866,-0.47359803205085405,174,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,116.0,4.0,0.14695809667017923,0.7014594256636912,False,True,0.2656826296929977,0.4853407782766608,361.42867849549043,0.3417666219874592,-0.28503533366281,175,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,116.0,4.0,0.9694090919307555,0.32482759387705196,False,True,0.6235602199017741,0.4116928757944884,275.18450748389654,0.3355082138073235,-0.28503533366281,175,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,116.0,4.0,0.7745198674026321,0.37882241690390595,False,True,0.5507179633558077,0.39946323818026636,267.0578271231526,0.33649694222543153,-0.28503533366281,175,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.2996679792109547,0.2542738799208766,False,True,0.7705145314662981,0.4535571867547435,338.7564937742891,0.3438713779963113,0.4775134122535526,176,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.2811832903265845,0.5959266932218437,False,True,0.2930011192127455,0.30642443493145627,234.3506654492025,0.34126460963122823,0.4775134122535526,176,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.2811832903265845,0.5959266932218437,False,True,0.2930011192127455,0.30642443493145627,234.3506654492025,0.34126460963122823,0.4775134122535526,176,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.09290980444890225,0.7605100298028012,False,True,0.22982311105069592,0.5643289850436162,359.77401679413055,0.3844809976725743,0.6243454793687557,177,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.14383631199111946,0.704496596969628,False,True,-0.2391585568003061,0.40007499039296945,243.81809223392148,0.382251519973768,0.6243454793687557,177,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.39015043234079966,0.5322203387330178,False,True,-0.39452236831805976,0.4016373525936946,243.5494857989683,0.38026792104446394,0.6243454793687557,177,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.33739620647974516,0.5613360506074594,False,True,0.3332173926463997,0.3320002258777922,309.49319660921236,0.2973460211562086,0.09032335252551296,178,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.23101569628962,0.6307717256326979,False,True,0.24289404012088675,0.2553639528089101,230.3246050611296,0.29696334530903457,0.09032335252551296,178,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.23101569628962,0.6307717256326979,False,True,0.24289404012088675,0.2553639528089101,230.3246050611296,0.29696334530903457,0.09032335252551296,178,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,3.8513149296832854,0.04970700680031548,True,True,1.3353526869075212,0.4754847375252804,327.9893782868372,0.35541378908361004,1.1647552027545447,179,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.09625376075597267,0.7563724457796467,False,True,0.17059748415297638,0.3018711173565677,216.65150209697703,0.3419404956219544,1.1647552027545447,179,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.09625376075597267,0.7563724457796467,False,True,0.17059748415297638,0.3018711173565677,216.65150209697703,0.3419404956219544,1.1647552027545447,179,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.8553134575076469,0.35505351920146344,False,True,-0.6606284998402503,0.5167682807568733,324.4590348952696,0.36095579712658643,-0.16179543362688514,180,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.7295651754688935,0.39302416835529874,False,True,-0.49883306621336515,0.34117391222055055,237.46636770777295,0.35881230483439563,-0.16179543362688514,180,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.7295651754688935,0.39302416835529874,False,True,-0.49883306621336515,0.34117391222055055,237.46636770777295,0.35881230483439563,-0.16179543362688514,180,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,116.0,4.0,1.3393577147830504,0.24714726825805045,False,True,-0.6542384639086974,0.31837951967323286,318.71302460046115,0.30095373400118997,-0.4168196549885985,181,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,116.0,4.0,0.26814502024088266,0.6045788312859312,False,True,-0.24427617257825104,0.22411372047616424,220.02049394532253,0.2991910725956799,-0.4168196549885985,181,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,116.0,4.0,0.25383102748403114,0.6143903583658494,False,True,-0.23741880892009892,0.22369648030086117,218.00686209349874,0.29877668039315014,-0.4168196549885985,181,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.7639869013492588,0.3820837048389484,False,True,0.5601071614734878,0.4223493015843996,305.3684727570082,0.3589132876470816,-0.05834267537693694,182,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,124.0,4.0,1.5551801038757713,0.2123723435726962,False,True,0.713730396533493,0.34337635747802786,250.46808661542659,0.3375017064088514,-0.05834267537693694,182,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,124.0,4.0,1.172948560119242,0.2787962181026177,False,True,0.6184498368504248,0.3407830584533508,249.30095960727377,0.3364627534817596,-0.05834267537693694,182,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.216064689901371,0.27013434307701667,False,True,0.7538208867506694,0.46554153994324715,339.8152232306693,0.34017001258840324,0.29849322681274615,183,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.660299537731152,0.4164542151184327,False,True,0.45532765993792323,0.31036009033308587,216.45470486625132,0.33149195763643274,0.29849322681274615,183,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.660299537731152,0.4164542151184327,False,True,0.45532765993792323,0.31036009033308587,216.45470486625132,0.33149195763643274,0.29849322681274615,183,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.7928269638773369,0.18058210464412128,False,True,-1.0061467013024565,0.5774938824378548,350.4491179783963,0.3659456849576228,-1.1938252688916797,184,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.08738441391392943,0.7675290445463709,False,True,0.1876785675892232,0.40136301343416037,271.7527808876524,0.3289589314188717,-1.1938252688916797,184,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.08738441391392943,0.7675290445463709,False,True,0.1876785675892232,0.40136301343416037,271.7527808876524,0.3289589314188717,-1.1938252688916797,184,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,2.9412333299437714,0.08634478167485105,False,True,-1.1194608892079445,0.42875911302630954,278.3064592817792,0.34237897317555077,0.03688202815642927,185,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,4.27433518157578,0.0386920970368263,True,True,-1.1563429173643738,0.3150506360345375,224.4693735595555,0.34045322140487877,0.03688202815642927,185,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,4.27433518157578,0.0386920970368263,True,True,-1.1563429173643738,0.3150506360345375,224.4693735595555,0.34045322140487877,0.03688202815642927,185,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,116.0,4.0,2.331898245749051,0.1267472318535363,False,True,-0.9572549988799469,0.39813961999711434,343.7056543617486,0.3310956532449929,-0.17632453446446705,186,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,116.0,4.0,1.0990472649907965,0.29447528490497765,False,True,-0.5904152461025249,0.3148630424401155,279.5840842831723,0.3277879212795743,-0.17632453446446705,186,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,116.0,4.0,1.8818371014842095,0.1701254960076849,False,True,-0.7809304644154799,0.32037640315769217,276.9394244559171,0.32990284991698643,-0.17632453446446705,186,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,112.0,8.0,0.3044046447149456,0.5811341899756254,False,True,0.37336911576088244,0.46073715293791306,324.4515487042844,0.3643227938957222,-0.06232056330973218,187,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,112.0,8.0,0.31597830037514946,0.5740346226374462,False,True,0.31164975024830593,0.3114280937650727,229.2394620214844,0.3584569892574886,-0.06232056330973218,187,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,112.0,8.0,0.6181617967134031,0.4317311950525815,False,True,0.4356896790706146,0.3131336892495431,226.7072834992208,0.3574088596074931,-0.06232056330973218,187,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,2.3691359549601776,0.12375553194385791,False,True,-1.0820554705065415,0.5043253013502187,381.939438487227,0.3266939209435717,0.09370592318589854,188,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,4.425141329018361,0.03541318029535656,True,True,-1.17576139369244,0.3266465673404061,267.25639805493375,0.3244480621841366,0.09370592318589854,188,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,4.425141329018361,0.03541318029535656,True,True,-1.17576139369244,0.3266465673404061,267.25639805493375,0.3244480621841366,0.09370592318589854,188,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.1868631171788701,0.665540343200297,False,True,0.2990973519880324,0.48027888921067663,318.68024740470213,0.34677360194490703,-0.4049666194832697,189,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.3687063695501667,0.24203427169059155,False,True,0.7040639714713021,0.3678363220360718,232.9267368541936,0.33975938033803904,-0.4049666194832697,189,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.3687063695501667,0.24203427169059155,False,True,0.7040639714713021,0.3678363220360718,232.9267368541936,0.33975938033803904,-0.4049666194832697,189,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.33965525228606885,0.5600282844409912,False,True,-0.37946983756011415,0.42249336350415784,316.0146500924393,0.3422782832615613,-0.793240522165414,190,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.5412364044904557,0.4619207716024418,False,True,0.41377068460529987,0.3153141590461541,233.8496309222594,0.32405259680776816,-0.793240522165414,190,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.5412364044904557,0.4619207716024418,False,True,0.41377068460529987,0.3153141590461541,233.8496309222594,0.32405259680776816,-0.793240522165414,190,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,5.429633169448672,0.019797837432926957,True,True,1.5786739854673548,0.47116842363001304,311.6264829346024,0.3838775995413387,0.4989215170179482,191,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,3.3458856353240387,0.06737321397221563,False,True,1.0797524684494066,0.34358712600781055,228.582152055537,0.37581227823620134,0.4989215170179482,191,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,3.3458856353240387,0.06737321397221563,False,True,1.0797524684494066,0.34358712600781055,228.582152055537,0.37581227823620134,0.4989215170179482,191,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,4.373994012894165,0.03649136454253088,True,True,1.5049925562067183,0.5250416337518551,353.5515216811183,0.32164530469014013,1.2983461920364245,192,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.1111657180247598,0.7388208656014695,False,True,0.20664636417029378,0.38494222536207495,265.05024291415265,0.3019572317635602,1.2983461920364245,192,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.1111657180247598,0.7388208656014695,False,True,0.20664636417029378,0.38494222536207495,265.05024291415265,0.3019572317635602,1.2983461920364245,192,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.014611495509654071,0.9037876526795682,False,True,0.09869365281008725,0.6680662903310396,409.65357019392695,0.3468429135371937,0.8378656751474941,193,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.3047921138421337,0.25333974073291043,False,True,-0.7391720223374069,0.41682734032579116,279.88556954835565,0.3309215929786003,0.8378656751474941,193,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.3047921138421337,0.25333974073291043,False,True,-0.7391720223374069,0.41682734032579116,279.88556954835565,0.3309215929786003,0.8378656751474941,193,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.2837452886938208,0.5942568636236677,False,True,0.38048525090835017,0.5126072293438138,342.59820099503065,0.3866626719683717,0.5716008369767199,194,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.09414580120294519,0.7589713429227728,False,True,-0.19111558606836979,0.3881711754866719,263.18634416640987,0.3796563527704856,0.5716008369767199,194,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.09414580120294519,0.7589713429227728,False,True,-0.19111558606836979,0.3881711754866719,263.18634416640987,0.3796563527704856,0.5716008369767199,194,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,2.020495242215186,0.15518852012597317,False,True,1.0994551172496052,0.5997341812750059,341.63665431263735,0.3714040077487687,0.9405525943444109,195,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.06802342689901641,0.794236710015717,False,True,0.1589025229051943,0.3713535682891619,233.38736296352187,0.3608213251535627,0.9405525943444109,195,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.06802342689901641,0.794236710015717,False,True,0.1589025229051943,0.3713535682891619,233.38736296352187,0.3608213251535627,0.9405525943444109,195,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,4.781357610114993,0.028769430975581933,True,True,-1.3628500935475734,0.39596944443747945,302.40618517725295,0.29936305214605385,-0.752622313304616,196,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.30246461751619,0.25376352318699,False,True,-0.6102277802429573,0.28851371803370207,226.82822954277233,0.28739428943746775,-0.752622313304616,196,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,1.30246461751619,0.25376352318699,False,True,-0.6102277802429573,0.28851371803370207,226.82822954277233,0.28739428943746775,-0.752622313304616,196,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,116.0,4.0,0.10925182933779914,0.7409975303076648,False,True,0.21151280614846626,0.4076979180893634,331.97014493772804,0.2994370140896993,1.242507552438705,197,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,116.0,4.0,3.4366985076202554,0.06376298948685111,False,True,-0.9304006176085627,0.25572134740598323,209.6041092007832,0.28460272412006177,1.242507552438705,197,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,116.0,4.0,4.355549507066693,0.036888556697341146,True,True,-1.0309947462902387,0.24966775225867066,207.19851723629694,0.28290386490075153,1.242507552438705,197,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,124.0,4.0,1.625812802533066,0.20228317635010562,False,True,-0.9397052099765004,0.5390401765805851,319.3196920997985,0.36141245887121826,-0.8113426193929383,198,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.11954661039122949,0.7295267482146994,False,True,-0.21015282275178007,0.3660294540207624,248.04595569708795,0.3459486598625893,-0.8113426193929383,198,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.04582653635539191,0.8304914291954923,False,True,-0.1283625905835621,0.3573590588653551,247.88642441759353,0.34382104421366244,-0.8113426193929383,198,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.28661106156424565,0.5924004715545601,False,True,-0.3829245562204425,0.5130867791423435,321.5417320062888,0.38437596023109605,-0.5016280023656983,199,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.043034668772761714,0.8356600066312033,False,True,0.11870344614525578,0.3266884374749637,229.43528390997355,0.37154047581528116,-0.5016280023656983,199,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.043034668772761714,0.8356600066312033,False,True,0.11870344614525578,0.3266884374749637,229.43528390997355,0.37154047581528116,-0.5016280023656983,199,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.6349756385955608,0.4255360691412574,False,True,-0.5543126544805891,0.4837417736048986,360.44377783107154,0.3619013197562778,-0.37542528030920463,200,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.08344096972384363,0.7726873622003825,False,True,-0.17888737417138442,0.3822683146705119,280.8260490085496,0.35492062408369024,-0.37542528030920463,200,240,4,60,4,0.75
estimated,0.50,0.5,1,1.25,120.0,1,120.0,0.0,0.08344096972384363,0.7726873622003825,False,True,-0.17888737417138442,0.3822683146705119,280.8260490085496,0.35492062408369024,-0.37542528030920463,200,240,4,60,4,0.75
stable,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.6655934086874438,0.4145921770255252,False,True,0.5474292082157561,0.4574591779250985,323.0220870947024,0.3291478176447145,0.02399277881627726,201,240,4,60,4,0.75
oracle,0.50,0.5,1,1.25,120.0,1,124.0,4.0,0.4870812935974389,0.4852321693557998,False,True,0.42137166694162165,0.3704264221261356,242.37770025150937,0.32864201620420097,0.02399277881627726,201,240,4,60,4,0.75
